web-scraper-order,web-scraper-start-url,product,product-href,product_name,product_rating,rating_amount,price,product_sold,condition,unit_weight,category,description,store_name,store_rating,store_location,image_1-src
1661842925-179,https://www.tokopedia.com/search?condition=1%232&navsource=&page=39&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Infinix Smart 6 2/32 GB Garansi Resmi Segel BoxRp1.119.900CashbackBandungCeria Shop Bandung5.0Terjual 100+,https://www.tokopedia.com/ceriashopbandung/infinix-smart-6-2-32-gb-garansi-resmi-segel-box?extParam=ivf%3Dfalse%26src%3Dsearch,Infinix Smart 6 2/32 GB Garansi Resmi Segel Box,5.0,(37 rating),Rp1.119.900,Terjual 100+,Baru,500 Gram,500 Gram,"Ready Stock!!!! 
Infinix Smart 6 2/32 GB

Garansi Resmi Infinix 1 Tahun
Baru 100% Segel Box No repack
Imei Terdaftar di Kemenperin
Packing pengiriman dijamin aman sampai tujuan..",Ceria Shop Bandung,4.9,Kota Bandung,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/9/1754b705-cd84-404c-a56a-36e1ed99c8b4.jpg.webp?ect=4g
1661860678-271,https://www.tokopedia.com/search?condition=1%232&navsource=&page=37&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Samsung Galaxy A52s 5G 8/256GB Garansi Resmi Samsung A52s 8 GB 256 GBRp4.973.0008%Rp5.400.000Jakarta PusatDewa Ponsel Rakyat4.9Terjual 100+,https://www.tokopedia.com/dewaponselrakyat/samsung-galaxy-a52s-5g-8-256gb-garansi-resmi-samsung-a52s-8-gb-256-gb-violet-8-128gb-non-bundle?extParam=ivf%3Dfalse%26src%3Dsearch,"Samsung Galaxy A52s 5G 8/256GB Garansi Resmi Samsung A52s 8 GB 256 GB - VIOLET 8/128GB, Non Bundle",4.9,(104 rating),Rp4.973.000,Terjual 100+,Baru,500 Gram,500 Gram,"*READY ACCESSORIES SMARTPHONE :
https://www.tokopedia.com/dewaponselrakyat/anti-gores-hydrogel-hydro-gel-bisa-untuk-semua-handphone
https://www.tokopedia.com/dewaponselrakyat/powerbank-realme-2i-10-000mah-powerbank-headphone

Mengenai varian:
- Non Bundle: Hanya dapat unit hape dan item yang termasuk di dalam box bawaan
- Bundle Hydrogel: Paket bundling dengan antigores Hydrogel
- Bundle Speaker Theater = Dapat Bonus Speaker Oase Home Theater
- Bundle Headset JBL J22 : Paket bundling dengan Headset  JBL J22
- Paket Bundle Lengkap= Dapat Semua Bonus Yang Disebutkan Diatas

HARAP DIBACA SEBELUM MEMBELI
Tersedia Variant : 
8/128GB 
8/256GB 

Pilih pilihan warna dikolom variant saat melakukan checkout!

FAST RESPON WA DI #+62882-9853-0309

KENAPA BELI DI DEWA PONSEL RAKYAT?
- Terpercaya, toko kita OFFICIAL STORE di Tokopedia (TRUSTED SELLER)
- Barang 100% original unit baru, gak jual barang bekas atau refurbished
- Uang kita kembalikan 2x lipat kalau barang tidak original
- Garansi resmi Indonesia, bisa klaim ke service center terdekat
- Bisa COD Jakarta, terima barang baru bayar
- Bisa request split order
- Ada tim aftersales untuk membantu proses klaim garansi jika kesulitan

NOTE :
- Pengiriman Gojek/ Grab Sameday batas order masuk jam 12.00
- Gojek/ Grab Instant jam 15.00, lewat jam tersebut kemungkinan kirim keesokan harinya
- Untuk produk Oppo, Vivo, Realme, Samsung, Xiaomi segel kita buka dulu sebelum kirim untuk pengisian dan registrasi kartu garansi, setelah itu kita segel ulang (repack)
- Kerusakan dan kehilangan saat pengiriman diluar tanggung jawab kami
- Disarankan pakai asuransi untuk cover resiko pengiriman
- Harap untuk divideo waktu unboxing paket, Dewa Ponsel tidak menerima komplain tanpa video unboxing
- Barang yang sudah dibeli tidak dapat ditukar atau di kembalikan, kecuali ada cacat barang saat baru dibuka
- Batas waktu pengajuan komplain 1x24 jam
- Membeli = setuju",Dewa Ponsel Rakyat,4.8,Jakarta Pusat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/6/22/1ff36a7a-bc9e-40fc-af22-c524d5dab871.jpg.webp?ect=4g
1661895923-613,https://www.tokopedia.com/search?condition=1%232&navsource=&page=31&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Infinix hot 11 Play 4/64 No repackRp1.537.000Kab. BekasiKenna-Shop5.0Terjual 250+,https://www.tokopedia.com/kenna-shop/infinix-hot-11-play-4-64-no-repack-random?extParam=ivf%3Dfalse%26src%3Dsearch,Infinix hot 11 Play 4/64 No repack - Random,5.0,(51 rating),Rp1.537.000,Terjual 250+,Baru,500 Gram,500 Gram,"Technology	GSM / HSPA / LTE
2G bands	GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2
3G bands	HSDPA 850 / 900 / 2100
	HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100
4G bands	1, 3, 5, 8, 38, 40, 41
	1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41
Speed	HSPA 42.2/5.76 Mbps, LTE
LAUNCH
Announced	2021, November 15
Status	Available. Released 2021, November 15
BODY
Dimensions	171.8 x 78 x 8.9 mm (6.76 x 3.07 x 0.35 in)
Weight	-
Build	Glass front, plastic back, plastic frame
SIM	Dual SIM (Nano-SIM, dual stand-by)
DISPLAY
Type	IPS LCD, 440 nits (typ)
Size	6.82 inches, 110.5 cm2 (~82.4% screen-to-body ratio)
Resolution	720 x 1640 pixels (~263 ppi density)
PLATFORM
OS	Android 11, XOS 7.6
Chipset	MediaTek MT6765G Helio G35 (12 nm)
CPU	Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)
GPU	PowerVR GE8320
MEMORY
Card slot	microSDXC (dedicated slot)
Internal	64GB 4GB RAM,
MAIN CAMERA
Dual	13 MP, f/1.8, (wide), 1/3.1"", 1.12µm, AF
Secondary unspecified camera
Features	Quad-LED flash, panorama, HDR
Video	1080p@30fps
SELFIE CAMERA
Single	8 MP, f/2.0, (wide)
Features	LED flash
Video	1080p@30fps
SOUND
Loudspeaker	Yes
3.5mm jack	Yes
COMMS
WLAN	Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth	5.0, A2DP, LE
GPS	Yes, with A-GPS
NFC	No
Radio	FM radio
USB	microUSB 2.0, USB On-The-Go
FEATURES
Sensors	Fingerprint (rear-mounted), accelerometer, proximity, compass
Messaging	SMS(threaded view), MMS, Email, Push Email, IM
Browser	HTML5
BATTERY
Type	Li-Po 6000 mAh, non-removable
Charging	Charging 10W
MISC
Colors	Green, Gold, Blue, Black


Asuransi= Pilihan
Membeli = Setuju",Kenna-Shop,5.0,Kab. Bekasi,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/1/12955a0b-c31e-4220-a4ee-17a337191be3.jpg.webp?ect=4g
1661830565-149,https://www.tokopedia.com/search?condition=1%232&navsource=&page=39&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,VIVO V23 5G RAM 8/128 GB | VIVO V 23 5G RAM 12/128 GB GARANSI RESMIRp4.099.000Jakarta BaratHERO PONSEL.4.9Terjual 40+,https://www.tokopedia.com/heroponsell/vivo-v23-5g-ram-8-128-gb-vivo-v-23-5g-ram-12-128-gb-garansi-resmi-sunshine-gold-demo-tanpa-dus?extParam=ivf%3Dfalse%26src%3Dsearch,"VIVO V23 5G RAM 8/128 GB | VIVO V 23 5G RAM 12/128 GB GARANSI RESMI - Sunshine Gold, Demo Tanpa Dus",4.9,(33 rating),Rp4.099.000,Terjual 40+,Baru,500 g,500 g,"🆕 VIVO V23 5G !!
RAM : 12GB ( 8GB + 4GB EXTENDED RAM )
ROOM : 128GB

✔ Garansi Resmi Vivo Indonesia 2 Tahun !! 
✔ Imei Terdaftar Vivo Resmi 
✔ DI JAMIN ORIGINAL 💯%

Warna :
- Stardust Black
- Sunshine Gold

BONUS :
1. IRING
2. GURITA
3. SOFTCASE 
4. ANTI GORES 
5. TONGSIS
6. USB LED
7. PERDANA SIM
8. WATERPROOF CASE
9. HEADSET BLUETOOTH

🎁 PILIHAN EXCLUSIVE GIFT : 
    ● Earphone TWS Neo 2e
    ● Earphone TWS MD-K1
    ● Foomee Speaker
    ● Foomee Backpack

BONUS SELALU TERSEDIA....!!!!!

PENGIRIMAN CEPAT DAN DIJAMIN SAMPAI TUJUAN ANDA .
PACKING LEBIH AMAN DENGAN MENGGUNAKAN BUBLE WRAP ( GRATIS ).

✔️ Spesifikasi VIVO V23 5G :

Body :
Dimensi : 
( Stardust Black : 157.20 x 72.42 x 7.39 mm )
( Sunshine Gold : 157.2 x 72.42 x 7.55 mm )
Berat : 
( Stardust Black : 179 g ) , ( Sunshine Gold : 181 g ).
Bahan : Kaca

Display :
Tipe : AMOLED, 90Hz, HDR10+
Layar : 6.44 inches, 100.1 cm2 (~88.0% screen-to-body ratio)
Resolusi : 1080 x 2400 pixels ( FHD+ )

Platform :
OS : Android 12, Funtouch 12
Chipset : MediaTek Dimensity 920 5G (6 nm)
CPU : Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55)
GPU : Mali-G68 MC4

Baterai : 4200 mAh ( TYP )
Fast Charging : 44 W ( 11 V/4 A )

Kamera Belakang :
Triple : 
( 64 MP ) : f/1.9, 26mm (wide), PDAF
( 8 MP ) : f/2.2, 120˚, 16mm (ultrawide), 1/4.0"", 1.12µm 
( 2 MP ) : f/2.4, (macro)
Features : Dual-LED flash, HDR, panorama
Video : 4K@30fps, 1080p@30fps, gyro-EIS

Kamera Depan :
Single : 
( 50 MP ) : f/2.0, (wide), AF 
( 8 MP ) : f/2.3, 105˚ (ultrawide)
Features : Dual-LED dual-tone flash, HDR
Video : 4K@30fps, 1080p@30fps

Jaringan :
Technology : GSM / HSPA / LTE / 5G
SIM : Dual SIM ( Nano-SIM, dual stand-by )

Sound :
Loudspeaker : Yes
3.5mm jack : No (24-bit/192kHz audio)

Comms :
Wi-Fi : 2,4 GHz, 5 GHz
Bluetooth : 5.2, A2DP, LE, aptX HD
GPS : Yes, with A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC
NFC : YES (market/region dependent)
OTG : YES
Radio : NO
USB : USB Type-C, USB On-The-Go

Sensors : Fingerprint",HERO PONSEL.,4.9,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/28/500def73-e82f-4ff0-b24c-ae001651ccd2.jpg.webp?ect=4g
1661901926-845,https://www.tokopedia.com/search?condition=1%232&navsource=&page=27&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,OPPO A95 8/128GB Smartphone (Garansi Resmi)Rp3.399.00015%Rp3.999.000TangerangOPPO JAKARTA PUSAT OFFICIAL STORE5.0Terjual 40+,https://www.tokopedia.com/oppojakartapusat/oppo-a95-8-128gb-smartphone-garansi-resmi-hitam?extParam=ivf%3Dfalse%26src%3Dsearch,OPPO A95 8/128GB Smartphone (Garansi Resmi) - Hitam,5.0,(25 rating),Rp3.399.000,Terjual 40+,Baru,1.000 Gram,1.000 Gram,"OPPO A95 8/128GB

KAMERA
Belakang:
Kamera Utama 48MP: f/1.7; FOV 79°; lensa 6P; AF
Kamera Depth 2MP: f/2.4; FOV 89°; lensa 3P; Fokus
Kamera Makro 2MP: f/2.4; FOV 89°; lensa 3P; Fokus

Depan:
Kamera Depan Utama 16MP: f/2.4; FOV 78°; lensa 5P

Mode Pemotretan:
Belakang: Foto, Video, Malam, Pro, Panorama, Potret, Selang waktu, Gerakan lambat, Pemindai teks, dan Google Lens.
Depan: Foto, Video, Panorama, Potret, Malam, Selang waktu, retouching selfie, dan masih banyak lagi.

Ukuran Gambar:
Belakang:
Ukuran Maksimum: 6000x8000 (48MP)
Ukuran dalam rasio aspek yang berbeda:
3000x4000 (4:3)
3000x3000 (1:1)
1800x4000 (Layar Penuh)
2256x4000 (16:9)

VIDEO
Belakang:
Kamera Belakang: 1080P@30fps, dan 720P@30fps
Video Slow-mo: 720P@120fps
Stabilisasi Video: EIS, 1080P@30fps

Depan: 1080P/720P@30fps (Bawaan: 720P@30fps)

CHIPSET
CPU: Qualcomm® Snapdragon™ 662
Kecepatan CPU: hingga 2GHz
Inti CPU: 8
Model GPU: Qualcomm® Adreno™ GPU 610 pada 950MHz

BATERAI
4880mAh/18.88Wh (Min)
5000mAh/19.35Wh (Tipikal)
Flash Charge: SuperVOOC 2.0, SuperVOOC, VOOC 2.0/3.0/4.0

BIOMETRIK
Mendukung In-Display Fingerprint dan Face Unlock

JARINGAN SELULER
SIM 2: Mendukung
Tipe Kartu SIM: Kartu Nano-SIM/Kartu Nano-USIM
2G: GSM, 850/900/1800/1900MHz
3G: UMTS (WCDMA) band 1/5/8
4G: TD-LTE band 38/40/41 (2496–2690MHz)
4G: LTE FDD band 1/3/5/7/8/20/28
Kedua kartu SIM 1 dan 2 mendukung pita frekuensi ini.

KONEKTIVITAS
WLAN: Wi-Fi 2,4 GHz, Wi-Fi 5 GHz, Wi-Fi Display
Versi Bluetooth: Bluetooth 5.0
Kodek Audio Bluetooth: Mendukung SBC, AAC, dan APTX
Antarmuka USB: USB Tipe-C
Jack Earphone: 3.5mm
NFC: Mendukung Android Beam, HCE, dan UICC Multifungsi NFC (HCE dan NFC-SIM)

DI DALAM KOTAK
Perangkat x1
Kabel USB x1
Pengisi daya x1
Alat Ejektor SIM x1
Panduan Memulai Cepat x1
Case Pelindung x1
Kartu Garansi x1
Panduan Keselamatan x 1",OPPO JAKARTA PUSAT OFFICIAL STORE,4.9,Kota Tangerang,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/18/0f737d32-043e-410c-8c09-30a5d4f899f5.jpg.webp?ect=4g
1661848479-209,https://www.tokopedia.com/search?condition=1%232&navsource=&page=38&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,"Asli baru HP MX4 Handphone Layar 6.3inci 12GB+512GB Dua Kartu SIM - Putih, 64GRp640.000Jakarta BaratTokohp8594.7Terjual 6",https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_yaosydoAj7bm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_UDUSz2Q31i6sJfosJdoAKFH_nDUMoFyaUEos1Fbm-0g9BRQR-j9fBjUsthop1OHAJaHpyObm-xgVYpyfYagZUEHpnabsHfHAyRHArfHpUpo_1DUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BE_c2zH7YJZ_-ozcra_OzuHjN1Z9x68jO2_JoGrB2yQAoiH7203Ao6qMUpZMh-qMY2_1H7P7N13_z68BJO_Oz0o1Y1qpuvucDO_Ozuq1hAZSuiHsuk3Bo-ojBWzMB6zJ2D3BzsP7h1gpCouJu7_jzGqV22HAu6Quj7_Vzg8JY9z_zou7gD_BPzouB2Z9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBWPACyHj2Nys-cq7B2PfBsHjNfyfO3gBBXZSgjH7NDZ325q1OAZ9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBk_9P68_e7_Ozs8jYJqRxozVjp_1zgoJBXHA7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-E9fg2zAotb3rdq_ojeuudgu-9q7YBZB2aqJh-zIPse9z3e3PbzcN5HOzsP7xIr_HfP7YerJWVuJzIg1Uayjz9ZaOqoBgDgcOOHOthr_PB3u4Ru3yNP3H71RVa9Oou_SVHgcoFg1hV1fVXy1ujr_Poq_ja1SoRZ7V29foJe12OeiUDUMVDgaUEUMW79f-aQfVjUiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pyObAU7bAHFo_zPbm-X9foxQMz2gcV7guYxgIHi6sJ7HaFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMPaQRuF9Ro7rMV7g3PNUs2QHZFa9ZFirMuDg9gxQMoB9RosQR-BUstFbsrdoAjNHAnOoAyf6AJR6mFirI-2yfuwyMBjUstfo_nDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEo_yRbsefo_n7osHNHpKRoAUDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snX6ArfopKh6_eFoAyFHsnOH97?r=https%3A%2F%2Fwww.tokopedia.com%2Ftokohp859%2Fasli-baru-hp-mx4-handphone-layar-6-3inci-12gb-512gb-dua-kartu-sim-putih-64g%3FextParam%3Divf%253Dfalse%26src%3Dtopads&keywords=handphone&src=search&management_type=1&page=38&ob=23&t=desktop&dv=desktop&is_search=1,"Asli baru HP MX4 Handphone Layar 6.3inci 12GB+512GB Dua Kartu SIM - Putih, 64G",4.7,(3 rating),Rp640.000,Terjual 6,Baru,400 Gram,400 Gram,"Model: MX4 Pro
Platform: Android 11.0 4G / 5G LTE
Siaga: Kartu ekspansi kartu TF vertikal dua lapis
Layar: 6.3 inci
Frekuensi: GSM: 800/900/1800/1900, WCDMA: 850/2100
Warna: putih, hitam, biru
Memori: RAM 12GB + ROM 512GB
Kamera: 24MP + 48MP
Multi-fungsi: pengenalan wajah, wifi mode tunggal, GPS, sensor gravitasi, jam alarm, kalender, kalkulator, perekam audio, perekam video, wap/mms/gprs/, penampil gambar, tugas e-book, sampul IML
Bahasa: Dukungan multi-bahasa
Baterai: Baterai lithium-ion 6000mAh

T: Apa itu inventaris?
   Jawaban: Ya. Ini tersedia.

Q: Kapan saya bisa mendapatkan barangnya?
   A: Kami akan mengirimkan pesanan dalam waktu 24 jam setelah menerima pesanan. Mungkin tiba dalam waktu sekitar 4-5 hari.

T: Apakah pengiriman uang (COD) didukung?
   A: Ya, kami mendukung transfer tunai.

Q: Apakah ini harga sebenarnya?
   A: Ya, ini adalah harga akhir. Anda juga dapat meminta perubahan kredensial
                                    
hadiah
      1 x adaptor pengisi daya
      1 x kabel pengisi daya
      1 headset
      1 x Panduan Pengguna
      1 x casing ponsel
      1 x film pelindung",Tokohp859,4.7,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/4/b11e6089-62df-406a-b2dd-7edbb2297933.jpg.webp?ect=4g
1661905769-985,https://www.tokopedia.com/search?condition=1%232&navsource=&page=25&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Xiaomi Redmi 9A 2/32 RAM 3GB ROM 32GB Garansi Resmi Xiaomi IndonesiaRp1.142.000Jakarta SelatanSFONE OMNI STORE4.9Terjual 1 rb+,https://www.tokopedia.com/sfoneomnistore/xiaomi-redmi-9a-2-32-ram-3gb-rom-32gb-garansi-resmi-xiaomi-indonesia-abu-abu?extParam=ivf%3Dfalse%26src%3Dsearch,Xiaomi Redmi 9A 2/32 RAM 3GB ROM 32GB Garansi Resmi Xiaomi Indonesia - Abu-abu,4.9,(285 rating),Rp1.142.000,Terjual 1 rb+,Baru,430 Gram,430 Gram,"NOTE : Sebelum kirim, Barang kami sudah REPACK, dan sudah Teraktivasi Garansi, hanya untuk cek fisik barang.
Membeli berarti setuju..

Untuk Mengurangi Resiko Kerusakan saat pengiriman Paket, disarankan untuk order ini juga ya kak

- Extra Bubble wrap
https://www.tokopedia.com/sfoneomnistore/tambahan-bubble-wrap-untuk-packing-agar-lebih-aman

- Extra Box
https://www.tokopedia.com/sfoneomnistore/tambahan-box-untuk-packing-agar-lebih-aman

Resmi IMEI sudah terdaftar
Check imei : https://www.kemenperin.go.id/imei/
Jadi saat hp diaktifkan / dipakai otomatis GARANSI Berlaku

Jaringan : GSM / HSPA / LTE
Sistem Operasi : Android 10
Prosesor : MediaTek Helio G25 12 nm (Octa-core 2.0 GHz Cortex-A53)
GPU : PowerVR GE8320
RAM : 2GB 
ROM : 32 GB
Ukuran Layar : 6.53 inch
Tipe Layar : IPS LCD capacitive touchscreen, 16M colors
Resolusi Layar : 720 x 1600 pixels, 20:9 ratio (~269 ppi density)
Kamera Belakang : 13 MP, f/2.2, 28mm (wide), PDAF
Kamera Depan : 5 MP, f/2.2, (wide), 1.12µm
Fitur Kamera Autofokus deteksi fasa (PDAF), HDR, Mode portrait AI, Pengenalan wajah (Face recognition), AI Beautify 5.0, Deteksi suasana AI, Flash tone tunggal, Efek kaleidoskop, Flash layar, Timer selfie, Selfi portrait, Rana telapak tangan (Palm shutter)
Audio : Output audio oleh 1712 speaker dengan kotak besar
WLAN : Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot
Bluetooth : 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, BDS
Sensor : Motor getaran, Sensor jarak, Sensor cahaya ambient, Akselerometer
Baterai : 5000 mAh
Pengisian Daya : 10W
Slot Memori Eksternal : MicroSD Slot
SIM : Dual Nano SIM
Berat : 196 gr
Dimensi : 164,9 x 77 x 9 mm
Lainnya
Radio
FM radio
USB
microUSB 2.0, USB On-The-Go
Video
1080p@30fps/60fps & 720p@30fps
Format Video
MP4, MP3, MKV, AAC
Format Audio
PCM, AAC/AAC+/eAAC+, MP3, AMR-NB, WB, FLAC, APE",SFONE OMNI STORE,4.9,Jakarta Selatan,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/8/31/7a632a08-7d4d-4abe-9a5f-978d73954641.jpg.webp?ect=4g
1661902272-858,https://www.tokopedia.com/search?condition=1%232&navsource=&page=27&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,IPHONE 6 16GB/32GB/64GB/128gb ORIRp1.250.000TangerangA.P cel5.0Terjual 100+,https://www.tokopedia.com/apcel/iphone-6-16gb-32gb-64gb-128gb-ori-spacegrey-16gb?extParam=ivf%3Dfalse%26src%3Dsearch,"IPHONE 6 16GB/32GB/64GB/128gb ORI - SPACEGREY, 16GB",5.0,(11 rating),Rp1.250.000,Terjual 100+,Bekas,1.000 Gram,1.000 Gram,"Iphone 6 16gb/32gb/64gb/128gb ORI • fisik 85-95% • Ios 12 • icloud finger ok • 4g hotspot wifi bluetooth ok • battery health 85-100% • speaker + tombol ok • kamera depan belakang ok ( Hp, Dus, Charger, Headset ) 

* GARANSI 1 MINGGU ( garansi hangus jika segel rusak & tidak ada video unboxing saat barang di terima )

TERIMA KASIH",A.P cel,4.9,Kota Tangerang,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/9/f5841a2f-a1ee-4bf1-85ad-8bb744b8d21b.jpg.webp?ect=4g
1661905718-983,https://www.tokopedia.com/search?condition=1%232&navsource=&page=25&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Lagi TrendingSamsung S21 FE 5G 8/128 8/256 - Garansi RESMIRp7.900.000CashbackDepokGesrek Phone5.0Terjual 100+,https://www.tokopedia.com/gesrek/samsung-s21-fe-5g-8-128-8-256-garansi-resmi-lavender-128-gb?extParam=ivf%3Dfalse%26src%3Dsearch,"Samsung S21 FE 5G 8/128 8/256 - Garansi RESMI - LAVENDER, 128 GB",5.0,(74 rating),Rp7.900.000,Terjual 100+,Baru,500 Gram,500 Gram,"- Konfirmasi warna sebelum order ( CANTUMKAN WARNA DI NOTED )
- New
- Ada toko Offline di Depok (bisa COD)
- Garansi resmi Samsung Elecktronic Indonesia(SEIN) 1 tahun
- Proses hari ini max 19:30 , kirim hari ini

Terima Credit via Online Tokopedia
- Homecredit , Kredivo , Akulaku 
Terima Credit via Offline di Depok
- Homecredit , Kredivo , Akulaku , Kreditplus , AEON",Gesrek Phone,4.9,Kota Depok,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/14/dd0abf96-381e-43f7-bedf-b6bcdeacc187.jpg.webp?ect=4g
1661899112-738,https://www.tokopedia.com/search?condition=1%232&navsource=&page=29&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,VIVO T1 5G 8/128GB | 4/128GB GARANSI RESMI VIVO INDONESIARp2.799.000CashbackJakarta Utarasmart cell's5.0Terjual 80+,https://www.tokopedia.com/smartcell123/vivo-t1-5g-8-128gb-4-128gb-garansi-resmi-vivo-indonesia-starlight-black-4-128gb?extParam=ivf%3Dfalse%26src%3Dsearch,"VIVO T1 5G 8/128GB | 4/128GB GARANSI RESMI VIVO INDONESIA - Starlight Black, 4/128GB",5.0,(46 rating),Rp2.799.000,Terjual 80+,Baru,500 Gram,500 Gram,"VIVO T1 5G

ADA 3 VARIAN RAM
RAM 4/128 
RAM 8/128
RAM 8/256
Perbedaan hanya di RAM DAN PENYIMPANAN YA

NOTE : BARANG NEW 100% , BUKAN BARANG DEMO TANPA DUS !!
Bonus sesuai diiklan
Antigores (sudah trpasang dri pabrik) 
Softcase (dalam box) 
Ring hp
Usb led
Gurita

T1 5G
Get.Set.Turbo.
Dimensity 810 5G
4GB+1GB Extended RAM
5000mAh
Penyimpanan
128GB
(Memori Eksternal hingga 1TB) 

Warna
Starlight Black
Rainbow Fantasy

Sistem Operasi
Funtouch OS 12.0

Dimensi: 164,00 × 75,84 × 8,25mm 
Berat 187g
Pengisian Daya 18W FastCharge 
Bahan Plastik Kaca dengan Crystalline Matte

Tampilan
Layar 6,58 inci
Resolusi 2408X1080 (FHD+)
Layar Sentuh Kapasitif

Jaringan
PD2166GF/HF_ID : ID
4G Band 
2G GSM : B2/3/5/8
3G WCDMA : B1/5/8
4G FSS-LTE B1/3/5/8
4G TDD-LTE : B40

5G Band
NR NSA n1/3/40
NR SA* n1/3/40

*Ketersediaan mode SA tergantung pada kondisi jaringan lokal. Setelah diluncurkan secara resmi, mode SA akan dikirim melalui pembaruan OTA.

Card Slot
1 Nano SIM + 1 Nano SIM/Micro SD
Mode Standy: Dual SIM Dual Standby (DSDS)

Kamera
T1 5G
Kamera: Depan 16MP/Belakang 50MP+2MP+2MP
Apertur: Depan f/2.0 (16MP), Belakang f/1,8 (50MP) + f/2,4 (2MP) + f/2,4 (2MP)
Lampu Flash Belakang
Mode Pemandangan Photo, Portrait, Night, Video, 50 MP, Panorama, Live Photo, Slow Motion, Time-Lapse, Mode Pro, Sticker AR, Dokumen, Dual View Video

Media
Hi-Fi Tidak Tersedia
Pemutaran Audio AAC, OGG, FLAC, WAV, APE, MP3, MP2, MP1, OPUS, M4A
Pemutaran Video MP4, 3GP, AVI, MKV, FLV
Perekaman Video : MP4
Perekaman Suara: Didukung

Konektivitas
Wi-Fi 2,4GHz, 5GHz
Bluetooth 5.1
USB Type-C
GPS Didukung
OTG Didukung
NFC Multifunctions Didukung
FM Didukung

Lokasi GPS, BEIDOU, GLONASS< GALILEO, QZSS

Sensor
Akselerometer: Didukung
Sensor Cahaya Sekitar: Didukung
Sensor Jarak: Didukung
E-Compass: Didukung
Sensor Sidik Jari: Didukung
Giroskop: Didukung",smart cell's,4.9,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/7/9/1289569b-2a93-4f79-9078-2ad8085e22c7.jpg.webp?ect=3g
